ID,Âge,Emploi,Revenu,Genre,Logis,Degré de satisfaction
103,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Féminin,Propriétaire,10
104,De 35 à 44 ans,Étudiant,De 120 000 $ à 139 999 $,Masculin,Locataire,9
105,De 25 à 34 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
106,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
107,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
108,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,10
109,De 18 à 24 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
110,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Masculin,Locataire,8
111,De 35 à 44 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,3
115,De 55 à 64 ans,Retraité,160 000 $ et plus,Féminin,Propriétaire,8
116,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
117,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
118,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
119,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Masculin,Locataire,9
121,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,9
122,De 45 à 54 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Propriétaire,6
123,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
124,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,8
126,De 55 à 64 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
128,De 18 à 24 ans,Étudiant,De 20 000 $ à 39 999 $,Féminin,Locataire,10
129,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,6
130,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
131,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
132,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
133,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,9
134,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,10
135,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
136,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
137,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
138,De 35 à 44 ans,Temps plein,Abstention,Féminin,Propriétaire,8
139,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,3
140,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,5
142,De 65 à 74 ans,Retraité,De 140 000 $ à 159 999 $,Féminin,Locataire,7
143,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Locataire,10
145,De 65 à 74 ans,Retraité,Abstention,Féminin,Propriétaire,9
146,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Féminin,Propriétaire,10
147,75 ans ou plus,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
148,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
149,De 18 à 24 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,10
150,De 35 à 44 ans,temps partiel,De 80 000 $ à 99 999 $,Féminin,Locataire,10
151,75 ans ou plus,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
152,De 55 à 64 ans,Temps plein,Abstention,Masculin,Propriétaire,8
153,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,9
154,De 18 à 24 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
155,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
156,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
157,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,7
159,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,8
160,75 ans ou plus,Retraité,19 999 $ et moins,Féminin,Locataire,10
161,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,9
163,De 18 à 24 ans,Temps plein,160 000 $ et plus,Masculin,Locataire,8
167,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,6
168,De 55 à 64 ans,En recherche d’emploi,De 40 000 $ à 59 999 $,Masculin,Locataire,8
170,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
171,De 55 à 64 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
172,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
173,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,8
174,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Masculin,Locataire,8
175,De 18 à 24 ans,Étudiant,De 140 000 $ à 159 999 $,Féminin,Locataire,7
177,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Féminin,Locataire,10
178,De 65 à 74 ans,Retraité,De 140 000 $ à 159 999 $,Masculin,Propriétaire,3
179,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Locataire,7
180,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Locataire,8
182,De 45 à 54 ans,Travailleur autonome,Abstention,Masculin,Propriétaire,10
183,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,9
184,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Masculin,Locataire,7
185,De 65 à 74 ans,Retraité,Abstention,Masculin,Locataire,5
186,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
187,De 55 à 64 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,6
189,75 ans ou plus,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,9
190,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,8
191,De 45 à 54 ans,Au foyer,De 100 000 $ à 119 999 $,Féminin,Propriétaire,9
192,De 55 à 64 ans,Au foyer,De 40 000 $ à 59 999 $,Féminin,Propriétaire,9
193,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,5
194,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
195,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,10
196,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,8
197,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,9
198,75 ans ou plus,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,9
199,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,10
201,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,7
202,De 18 à 24 ans,Étudiant,160 000 $ et plus,Féminin,Locataire,7
203,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,9
205,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,9
206,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Masculin,Locataire,7
207,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
208,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,7
209,De 45 à 54 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,7
210,De 35 à 44 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,7
211,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Locataire,10
212,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,9
213,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Locataire,9
214,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,7
215,De 18 à 24 ans,Étudiant,De 40 000 $ à 59 999 $,Féminin,Locataire,7
216,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,10
217,De 45 à 54 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,9
218,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,10
220,De 55 à 64 ans,Retraité,19 999 $ et moins,Féminin,Locataire,7
222,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
223,De 45 à 54 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,5
224,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,
225,De 45 à 54 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,9
226,De 55 à 64 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
227,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
228,75 ans ou plus,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,5
229,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
230,De 25 à 34 ans,Étudiant,De 20 000 $ à 39 999 $,Masculin,Locataire,7
232,75 ans ou plus,Travailleur autonome,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
233,De 35 à 44 ans,En recherche d’emploi,De 40 000 $ à 59 999 $,Masculin,Propriétaire,9
234,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,8
235,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,4
236,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
237,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,7
238,De 45 à 54 ans,En recherche d’emploi,Abstention,Masculin,Locataire,8
240,De 35 à 44 ans,Temps plein,Abstention,Féminin,Locataire,8
241,De 45 à 54 ans,En recherche d’emploi,De 40 000 $ à 59 999 $,Féminin,Propriétaire,5
242,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,7
243,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,6
244,De 18 à 24 ans,Étudiant,19 999 $ et moins,Masculin,Propriétaire,7
245,De 18 à 24 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,8
246,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Propriétaire,8
247,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,9
248,De 25 à 34 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
249,De 25 à 34 ans,Temps plein,Abstention,Féminin,Propriétaire,8
250,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
251,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Masculin,Locataire,10
252,75 ans ou plus,Retraité,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
253,De 35 à 44 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,9
254,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
256,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
257,De 55 à 64 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,8
258,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
259,De 55 à 64 ans,Retraité,Abstention,Masculin,Locataire,6
260,De 35 à 44 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
262,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,6
263,De 45 à 54 ans,Temps plein,Abstention,Féminin,Locataire,7
264,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,5
265,De 18 à 24 ans,temps partiel,De 100 000 $ à 119 999 $,Féminin,Propriétaire,6
266,De 45 à 54 ans,Temps plein,Abstention,Féminin,Propriétaire,6
267,De 55 à 64 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
268,De 25 à 34 ans,Temps plein,160 000 $ et plus,Féminin,Locataire,9
269,De 18 à 24 ans,En recherche d’emploi,19 999 $ et moins,Féminin,Locataire,8
270,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
271,De 55 à 64 ans,Abstention,De 40 000 $ à 59 999 $,Masculin,Propriétaire,7
272,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,4
273,De 45 à 54 ans,En recherche d’emploi,De 20 000 $ à 39 999 $,Féminin,Locataire,4
274,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Locataire,8
275,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
276,De 25 à 34 ans,En recherche d’emploi,De 60 000 $ à 79 999 $,Masculin,Locataire,7
277,De 55 à 64 ans,Retraité,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
279,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,6
280,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,6
281,75 ans ou plus,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,10
282,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,9
283,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
285,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
286,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
288,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,6
289,De 25 à 34 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
290,De 25 à 34 ans,Étudiant,De 60 000 $ à 79 999 $,Féminin,Locataire,8
291,De 18 à 24 ans,Étudiant,160 000 $ et plus,Masculin,Propriétaire,9
292,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
293,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
295,De 18 à 24 ans,Étudiant,19 999 $ et moins,Féminin,Locataire,10
296,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,6
297,De 45 à 54 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,6
298,De 65 à 74 ans,Retraité,De 140 000 $ à 159 999 $,Féminin,Propriétaire,6
300,De 65 à 74 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
302,De 18 à 24 ans,Étudiant,De 60 000 $ à 79 999 $,Féminin,Locataire,8
304,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
305,De 25 à 34 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,9
306,De 25 à 34 ans,Temps plein,Abstention,Masculin,Locataire,8
307,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,8
309,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
310,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
311,De 35 à 44 ans,temps partiel,De 100 000 $ à 119 999 $,Féminin,Propriétaire,4
312,75 ans ou plus,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,7
313,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
314,De 18 à 24 ans,Étudiant,De 40 000 $ à 59 999 $,Féminin,Locataire,5
315,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Locataire,8
316,De 45 à 54 ans,Travailleur autonome,Abstention,Féminin,Propriétaire,10
317,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
318,De 25 à 34 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,7
319,De 55 à 64 ans,Temps plein,Abstention,Masculin,Locataire,3
320,De 45 à 54 ans,temps partiel,160 000 $ et plus,Féminin,Locataire,8
321,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,7
322,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,5
323,De 45 à 54 ans,En recherche d’emploi,De 60 000 $ à 79 999 $,Masculin,Locataire,7
324,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,4
325,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
326,De 55 à 64 ans,Travailleur autonome,De 40 000 $ à 59 999 $,Féminin,Propriétaire,5
327,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,2
328,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,9
329,De 45 à 54 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,7
331,De 45 à 54 ans,En recherche d’emploi,19 999 $ et moins,Masculin,Locataire,3
332,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,5
333,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,9
334,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
335,De 45 à 54 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,5
336,De 55 à 64 ans,Au foyer,19 999 $ et moins,Féminin,Locataire,7
337,De 35 à 44 ans,En recherche d’emploi,De 40 000 $ à 59 999 $,Masculin,Locataire,8
338,De 18 à 24 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Propriétaire,9
339,De 55 à 64 ans,Retraité,160 000 $ et plus,Féminin,Propriétaire,8
340,De 18 à 24 ans,Temps plein,19 999 $ et moins,Féminin,Locataire,7
342,De 25 à 34 ans,temps partiel,De 40 000 $ à 59 999 $,Masculin,Locataire,7
343,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
344,De 18 à 24 ans,Étudiant,160 000 $ et plus,Masculin,Propriétaire,10
346,De 55 à 64 ans,Retraité,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
347,De 18 à 24 ans,En recherche d’emploi,19 999 $ et moins,Féminin,Locataire,7
348,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,7
349,De 25 à 34 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,8
350,75 ans ou plus,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
351,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,7
353,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,8
354,De 45 à 54 ans,Abstention,De 20 000 $ à 39 999 $,Féminin,Locataire,7
355,De 18 à 24 ans,Étudiant,De 20 000 $ à 39 999 $,Féminin,Locataire,6
356,75 ans ou plus,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,6
357,De 45 à 54 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
364,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,10
397,De 18 à 24 ans,Étudiant,De 60 000 $ à 79 999 $,Féminin,Locataire,8
398,De 25 à 34 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,9
432,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
433,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,9
434,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
435,De 18 à 24 ans,Étudiant,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
439,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
440,De 55 à 64 ans,Retraité,19 999 $ et moins,Féminin,Locataire,5
441,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,4
442,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,8
443,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,9
444,De 55 à 64 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,9
445,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,2
446,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,6
447,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,7
449,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
450,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
451,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
452,De 18 à 24 ans,Étudiant,De 120 000 $ à 139 999 $,Masculin,Propriétaire,8
454,De 55 à 64 ans,temps partiel,De 60 000 $ à 79 999 $,Masculin,Propriétaire,5
